Sylhet,Moulvibazar,Rajnagar,Fatehpur,Kashimpur Cc,10018723,CC Kashimpur,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Kamar Chak,Islampur Cc ,10012732,CC Islampur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Kamar Chak,Kamar Chak Cc ,10012733,CC Kamar Chak ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Kamar Chak,Milerbazar Cc,10018725,CC Milerbazar,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Mansurnagar,Balisahasya Cc ,10012734,CC Balisahasya ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Mansurnagar,Malikona (Prem Nagar) Cc ,10012735,CC Malikona (Prem Nagar) ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Mansurnagar,Parchakra Cc ,10012736,CC Parchakra ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Munshi Bazar,Baligaon Cc,10018726,CC Baligaon,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Munshi Bazar,Karimpur Cc ,10012737,CC Karimpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Munshi Bazar,Nidonpur CC ,10025002,CC Nidonpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Munshi Bazar,Sonatiki Cc ,10012738,CC Sonatiki ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Panchgaon,Chakirai cc ,10012739,CC Chakirai ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Panchgaon,Panchgoan USC,10002120,USC Panchgoan,USC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Panchgaon,Hajiganj Cc,10018727,CC Hajiganj,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Panchgaon,Modubazar Cc,10025003,CC Modubazar,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Rajnagar,Daspara (Dattagram) Cc ,10012740,CC Daspara (Dattagram) ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Rajnagar,Musuria Cc,10018728,CC Musuria,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Rajnagar,Nandiura (Chaudhuri Bazar) Cc,10012741,CC Nandiura (Chaudhuri Bazar),CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Tengra,Ibrahimpur Cc ,10012742,CC Ibrahimpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Tengra,Saiyadnagar Cc ,10012743,CC Saiyadnagar ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Tengra,SALON Cc ,10012744,CC Salon,CC,,CC Salon,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Uttarbhag,Barodal Cc ,10012745,CC Barodal ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Uttarbhag,Indeswar (Uttarbhagh) USC,10002118,USC Indeswar (Uttarbhagh),USC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Uttarbhag,Kamalpur Cc ,10012746,CC Kamalpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Uttarbhag,Kandigaon Cc,10018724,CC Kandigaon,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Rajnagar,Uttarbhag,Nijagao Cc ,10012747,CC Nijagao ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Ashidron,Jamsi Cc ,10012748,CC Jamsi ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Ashidron,Mohajerabad Cc ,10012749,CC Mohajerabad ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Ashidron,Shankarsena Cc ,10012750,CC Shankarsena ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Ashidron,Vojpur Cc ,10012751,CC Vojpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Bhunabir,Bhimshi Cc ,10012755,CC Bhimshi ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Bhunabir,Bhunabir (Dosorat) USC,10002121,USC Bhunabir (Dosorat),USC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Bhunabir,Gandharbapur Cc ,10012752,CC Gandharbapur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Bhunabir,Laiyarkul Cc ,10012753,CC Laiyarkul ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Bhunabir,Rajpara Cc ,10012754,CC Rajpara ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Kalapur,Baruna Cc ,10012756,CC Baruna ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Kalapur,Kalapur USC,10002123,CC Kalapur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Kalapur,Mirnagar CC ,10025247,CC Mirnagar ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Kalapur,Rajapur Cc ,10012757,CC Rajapur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Kalapur,Kalapur Cc,10025246,CC Kalapur,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Kalighat,Kakiyachara Cha Bagan Cc ,10012758,CC Kakiyachara Cha Bagan ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Kalighat,Khaichara Cha Bagan Cc ,10012759,CC Khaichara Cha Bagan ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Kalighat,Luckicharra Cha Bagan Cc ,10018149,CC Luckicharra Cha Bagan ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Mirzapur,Kamasid Cc ,10012760,CC Kamasid ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Mirzapur,Mirzapur Cc ,10012761,CC Mirzapur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Mirzapur,South Pachaun Cc ,10012762,CC South Pachaun ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Rajghat,Harinchara Cha Bagan Cc ,10012763,CC Harinchara Cha Bagan ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Rajghat,Kejuri Cha Bagan Cc ,10012764,CC Kejuri Cha Bagan ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Rajghat,Rajghat Cha Bagan Cc ,10012765,CC Rajghat Cha Bagan ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Rajghat,Sindurkhan Cha Bagan Cc ,10012766,CC Sindurkhan Cha Bagan ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Satgoan,Amrail Cha Bagan Cc ,10012767,CC Amrail Cha Bagan ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Sindurkhan,Dobagaon Cc ,10012768,CC Dobagaon ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Sindurkhan,Huglia USC,10002122,USC Huglia,USC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Sindurkhan,Ijaragaon Cc ,10012769,CC Ijaragaon ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Sindurkhan,Janaura Cc ,10012770,CC Janaura ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Sindurkhan,Saitula Cc ,10012771,CC Saitula ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Sreemangal,North Uttarsur Cc ,10012772,CC North Uttarsur ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Sreemangal,Radhanagar Cc ,10012773,CC Radhanagar ,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Sreemangal,Uttarsur Cc,10019268,CC Uttarsur,CC,,,,,,,,,,,,,,,,
Sylhet,Moulvibazar,Sreemangal,Sreemangal,West Bharaura Cc ,10012774,CC West Bharaura ,CC,,,,,,,,,,,,,,,,


Division,District,Upazila,Union,CC Name,Faciliy/Organization Code,Facility Name,Facility Type,,Corrected Facility name,,,,,,,,,,,,,,
Sylhet,Sunamganj,Bishwambarpur,Dakshin Badaghat,Basantapur CC ,10019276,CC Basantapur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Bishwambarpur,Dakshin Badaghat,Miyarchar Cc ,10012775,CC Miyarchar ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Bishwambarpur,Dhonpur,Chinakandi Cc ,10012776,CC Chinakandi ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Bishwambarpur,Dhonpur,Halabadi Cc ,10012777,CC Halabadi ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Bishwambarpur,Dhonpur,Katakhali Cc ,10012778,CC Katakhali ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Bishwambarpur,Dhonpur,Machimpur Cc ,10012779,CC Machimpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Bishwambarpur,Dhonpur,Mujib Bazar Cc ,10012780,CC Mujib Bazar ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Bishwambarpur,Fatehpur,Basantapur CC ,10012781,CC Basantapur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Bishwambarpur,Fatehpur,Gopalpur Cc ,10012782,CC Gopalpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Bishwambarpur,Fatehpur,Kalaya Cc ,10012783,CC Kalaya ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Bishwambarpur,Palash,Janata Bazar Cc ,10012784,CC Janata Bazar ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Bishwambarpur,Palash,Gobindanagar USC,10002126,USC Gobindanagar,USC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Bishwambarpur,Palash,Kachirgati Cc ,10012785,CC Kachirgati ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Bishwambarpur,Palash,Talertal Cc ,10012786,CC Talertal ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Bishwambarpur,Sholukabad,Badertak Cc ,10012790,CC Badertak ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Bishwambarpur,Sholukabad,Majhertek Cc ,10012787,CC Majhertek ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Bishwambarpur,Sholukabad,Mathurkandi Cc ,10012788,CC Mathurkandi ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Bishwambarpur,Sholukabad,Mauyakura Cc ,10012789,CC Mauyakura ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Bhatgaon,Mondolpur Cc ,10019109,CC Mondolpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Bhatgaon,Narayanpur Cc ,10012791,CC Narayanpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Bhatgaon,Rukontaj Cc,10019111,CC Rukontaj,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Charmohalla,Islamganj Cc ,10012792,CC Islamganj ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Charmohalla,North Ranasri Cc ,10012793,CC North Ranasri ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Dakshin Islampur,Bahadurpur Cc ,10012794,CC Bahadurpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Dakshin Islampur,Hada Chanpur Cc ,10012795,CC Hada Chanpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Dakshin Islampur,Rahamatpur Cc ,10012796,CC Rahamatpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Dakshin Khurma,Manikgonjbazar Cc,10019106,CC Manikgonjbazar,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Dakshin Khurma,Mohabbatpur USC,10002129,CC Mohabbatpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Dular Bazar,Uttor Kurshi Cc,10019107,CC Uttor Kurshi,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Dular Bazar,Zahidpur Cc,10019108,CC Zahidpur,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Kalaruka,Billai USC,10002128,USC Billai,USC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Noarai,Gudabari Cc,10019110,CC Gudabari,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Noarai,Laxmibaur Cc ,10013227,CC Laxmibaur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Saidergaon,Bilpar Cc,10019105,CC Bilpar,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Saidergaon,Saidergaon USC,10002132,USC Saidergaon,USC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Saidergaon,Burairgaon Cc ,10012797,CC Burairgaon ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Saidergaon,Purbapirpur Cc ,10012798,CC Purbapirpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Saidergaon,Radhanagar Cc ,10012799,CC Radhanagar ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Saila Afzalabad,Daxin Lakesar Cc ,10013226,CC Daxin Lakesar ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Saila Afzalabad,Inampirganj Cc ,10012800,CC Inampirganj ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Sing Chapair,Khasgoan Cc,10019112,CC Khasgoan,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Sing Chapair,Singchapair USC,10002133,USC Singchapair,USC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Chhatak,Uttar Surma,Laxmipasa Cc ,10013228,CC Laxmipasa ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Durgapasha,Bhorampur Cc ,10013574,CC Bhorampur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Durgapasha,Durgapasha USC,10002154,USC Durgapasha,USC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Durgapasha,Sreerampur Cc,10013595,CC Sreerampur,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Joykalas,Alampur Cc,10013568,CC Alampur,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Joykalas,Astoma Cc,10025203,CC Astoma,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Joykalas,Jamlabaze Cc,10012890,CC Jamlabaze,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Joykalas,Sadarpur Cc,10013588,CC Sadarpur,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Joykalas,Sibpur Cc,10013592,CC Sibpur,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Paschim Birgaon,Basiakhuri Cc,10013572,CC Basiakhuri,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Paschim Birgaon,Birgaon Cc,10012870,CC Birgaon,CC,,To be deleted this duplicate CC,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Paschim Birgaon,Birgoan Cc,10013575,CC Birgoan,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Paschim Pagla,Bramhongaon Cc,10025208,CC Bramhongaon,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Paschim Pagla,Pagla USC,10002156,USC Pagla,USC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Paschim Pagla,Shatru Mardhan Cc,10013590,CC Shatru Mardhan,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Patharia,Asamura Cc ,10013569,CC Asamura ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Patharia,Asamura Cc ,10012868,CC Asamura ,CC,,To be deleted this duplicate CC,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Patharia,Ganiganj Cc,10013576,CC Ganiganj,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Patharia,Ganiganj Cc,10012869,CC Ganiganj,CC,,To be deleted this duplicate CC,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Patharia,Gazinagar Cc,10025209,CC Gazinagar,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Purba Birgoan,Pitapashi Cc,10013587,CC Pitapashi,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Purba Birgoan,Salof Cc,10025206,CC Salof,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Purba Birgoan,Taila Cc,10025205,CC Taila,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Purba Pagla,Inatnagor Cc,10025207,CC Inatnagor,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Purba Pagla,Khudirai Cc ,10013582,CC Khudirai ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Purba Pagla,Khudirai Cc ,10012872,CC Khudirai ,CC,,To be deleted this duplicate CC,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Purba Pagla,Pitapasi Cc ,10012873,CC Pitapasi ,CC,,To be deleted this duplicate CC,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Purba Pagla,Ransi Badullapur Cc,10013570,CC Ransi Badullapur,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Purba Pagla,Ronsi Badullapur Cc,10012871,CC Ronsi Badullapur,CC,,To be deleted this duplicate CC,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Shimulbak,Khidirpur Cc ,10013581,CC Khidirpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Shimulbak,Shimulbak Cc,10013591,CC Shimulbak,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Shimulbak,Thalerband Cc,10013596,CC Thalerband,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dakshin Sunamganj,Shimulbak,Thakurvog Cc,10025204,CC Thakurvog,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Bhati Para,Dutta Gram Cc ,10012803,CC Dutta Gram ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Bhati Para,Bhatipara USC,10002135,USC Bhatipara,USC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Bhati Para,Ganka Cc ,10012804,CC Ganka ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Charnar Char,Kartikpur Cc ,10012805,CC Kartikpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Charnar Char,Perua (Chamar Char) USC,10002137,USC Perua (Chamar Char),USC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Charnar Char,Loularchar Cc ,10012806,CC Loularchar ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Charnar Char,Shyamarchar Cc ,10012807,CC Shyamarchar ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Derai Sarmangal,Derai Sarmangol Cc ,10018540,CC Derai Sarmangol ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Derai Sarmangal,Dhan Pur Cc,10018541,CC Dhan Pur,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Derai Sarmangal,Hashim Pur Cc ,10018539,CC Hashim Pur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Derai Sarmangal,Kollani Cc ,10013625,CC Kollani ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Derai Sarmangal,Suatior Cc ,10018617,CC Suatior ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Jagaddal,Jagdal Bazar Cc ,10012808,CC Jagdal Bazar ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Jagaddal,Kaliear Kapon Cc ,10012809,CC Kaliear Kapon ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Jagaddal,Nagdipur Cc ,10012810,CC Nagdipur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Karimpur,Karimpur Cc ,10012811,CC Karimpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Karimpur,Notun Karnor Gao Cc ,10012812,CC Notun Karnor Gao ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Karimpur,Purba Chandipur Cc ,10019140,CC Purba Chandipur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Karimpur,Sreenaraynpur Cc ,10013624,CC Sreenaraynpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Kulanj,Bualia Cc ,10018616,CC Bualia ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Rafinagar,Barogor Cc ,10013626,CC Barogor ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Rafinagar,Kuri Cc ,10013627,CC Kuri ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Rafinagar,Sajanpur Cc,10018538,CC Sajanpur,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Rajanagar,Kadambo Tali Cc ,10012813,CC Kadambo Tali ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Rajanagar,Kaima Cc ,10012814,CC Kaima ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Rajanagar,Rannar Char Cc ,10012815,CC Rannar Char ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Taral,Bausi Cc ,10012816,CC Bausi ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Derai,Taral,Dhal Chandpur Cc ,10012817,CC Dhal Chandpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dharampasha,Chamardani,Abidnagor Cc,10017792,CC Abidnagor,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dharampasha,Chamardani,Kaitkanda Cc,10017783,CC Kaitkanda,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dharampasha,Dakshin Bongshikunda,Ataisa Masimpur Cc ,10017777,CC Ataisa Masimpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dharampasha,Dakshin Bongshikunda,Gondirgaon Cc ,10017780,CC Gondirgaon ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dharampasha,Dakshin Bongshikunda,Sator Cc ,10017773,CC Sator ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dharampasha,Dharmapasha,Holidakanda Cc ,10017720,CC Holidakanda ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dharampasha,Dharmapasha,Kandapara Cc ,10017762,CC Kandapara ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dharampasha,Dharmapasha,Longkapasharia Cc,10017761,CC Longkapasharia,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dharampasha,Joysree,Bakhorpur Cc ,10017789,CC Bakhorpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dharampasha,Joysree,Giroul Cc,10017790,CC Giroul,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dharampasha,Madhyanagar,Golha Cc ,10017772,CC Golha ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dharampasha,Madhyanagar,Koruajan Cc,10018733,CC Koruajan,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dharampasha,Madhyanagar,Loroujan Cc ,10017769,CC Loroujan ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dharampasha,Paikurati,Balijory Cc ,10017764,CC Balijory ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dharampasha,Paikurati,Jamalpur Cc,10017872,CC Jamalpur,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dharampasha,Paikurati,Sunoy Cc,10017874,CC Sunoy,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dharampasha,Selborash,Gavi Cc ,10017766,CC Gavi ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dharampasha,Selborash,Selborash USC,10002140,USC Selborash,USC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dharampasha,Selborash,Modahorpur Cc ,10017768,CC Modahorpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dharampasha,Selborash,Rangpur Cc ,10017767,CC Rangpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dharampasha,Uttar Bangshikunda,Bakatala Cc ,10017791,CC Bakatala ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dharampasha,Uttar Bangshikunda,Bolagonj Cc ,10017775,CC Bolagonj ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dharampasha,Uttar Sukhair Rajapur,Golukpur Cc,10017784,CC Golukpur,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dharampasha,Uttar Sukhair Rajapur,Sukhair USC,10002141,CC Sukhair ,CC,,USC Sukhair,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dowarabazar,Bougla Bazar,Haque Nagar Cc,10018734,CC Haque Nagar,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dowarabazar,Bougla Bazar,Pikepara Cc,10018735,CC Pikepara,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dowarabazar,Bajitpur,Bajitpur USC,10013117,USC Bajitpur,USC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dowarabazar,Dakshin Dowarabazar,Bajitpur CC,10019087,CC Bajitpur,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dowarabazar,Dakshin Dowarabazar,Poromesshorypur Cc,10019085,CC Poromesshorypur,CC,,,,,,,,,,,,,,,,
